Entry ID,Level,Topic,Learning Outcome,Instructional Step,Narration Script,Visual Prompt,Keywords,Pedagogical_Notes,Technical_Prompt_Enhancement,AI_Model_Config,Style_Reference,Validation_Criteria,Luganda_Narration,Swahili_Narration,Audio_Emotion_Cue,Quiz_Question,Quiz_Options,Correct_Answer,Interactive_Element,Bloom_Taxonomy_Level,File_Naming_Convention,Asset_Size_Limit,Compression_Setting,Offline_Compatibility,QA_Checkpoint,Cultural_Review_Status
BIO-S1-T1.3.1-003,Senior 1,Classification,"a) understand the concept of classification",3. Kingdom and Species,"A Kingdom contains many different organisms, while a Species contains only one type of organism that can breed together.","A split image. Left side shows a diverse group of animals (lion, fish, bird, insect) labeled 'Kingdom Animalia'. Right side shows two lions together, labeled 'Species: Panthera leo'.",kingdom;species;diversity;breeding,"Directly contrasts the most inclusive and most exclusive taxonomic levels to solidify understanding of the hierarchy's scope.","Add: Ugandan animals (lion, crested crane), breeding icon","Diffusion split, guidance=7.0, steps=35","split contrast illustration","CLIP diversity contrast >0.9","Kingdom gogera organisms bangi, naye species gogera omu type eyokuzala.","Ufalme una viumbe vingi tofauti, wakati spishi ina aina moja tu ya kiumbe kinachoweza kuzaliana.","contrasting","What is in a species?","A) Many types B) One breeding type C) Plants only D) Rocks","B","split toggle, quiz","Analyzing","BIO-S1-T1.3.1-003_img.png","512x512","JPEG 80% quality","Yes","Scope solidification review","Approved - Local fauna"
BIO-S1-T1.3.1-004,Senior 1,Classification,"b) understand the Latin binomial system",4. Scientific Names,"Every organism is given a two-part scientific name in Latin, called the binomial system.","The image of a lion with a label underneath: ""Panthera leo"". The word ""Panthera"" is labeled 'Genus' and ""leo"" is labeled 'Species'.",binomial system;scientific name;genus;species;lion,"Introduces binomial nomenclature by deconstructing a specific example, showing how the genus and species names form the complete scientific name.","Add: Latin text highlight, lion in savanna","Stable Diffusion, guidance=8.0, steps=40","labeled animal photo","SAM label placement","Buli organism bagera two-part scientific name mu Latin, binomial system.","Kila kiumbe hupewa jina la kisayansi la sehemu mbili kwa Kilatini, inayoitwa mfumo wa binomial.","deconstructive","What is binomial?","A) One name B) Two-part name C) Three words D) Color","B","label breakdown, quiz","Understanding","BIO-S1-T1.3.1-004_img.png","512x512","JPEG 80% quality","Yes","Nomenclature intro check","Approved"
BIO-S1-T1.3.1-005,Senior 1,Classification,"b) understand the Latin binomial system",5. Importance of Scientific Names,"Scientific names are important because they are the same in every language, avoiding confusion.","An image showing three people from different parts of the world (one Ugandan, one European, one Asian). Each is pointing to a picture of maize. Above them, the single scientific name ""Zea mays"" is written.",scientific name;universal language;communication;Zea mays,"Clearly demonstrates the primary benefit of binomial nomenclature – overcoming language barriers in science – with a multicultural visual.","Add: diverse ethnic attire, maize central","ControlNet multi-person, guidance=7.5, steps=50","multicultural illustration","CLIP unity score >0.85","Scientific names zikolagana kubaga ziri same mu Luganda ey'okuzingira, okusobola okuva confusion.","Majina ya kisayansi ni muhimu kwa sababu ni sawa katika lugha zote, kuepuka kuchanganyikiwa.","universal","Why scientific names?","A) Fun B) Avoid confusion C) Long D) Short","B","point interaction, quiz","Evaluating","BIO-S1-T1.3.1-005_img.png","512x512","JPEG 80% quality","Yes","Barrier demo review","Approved - Multicultural"
BIO-S1-T1.3.2-001,Senior 1,The Five Kingdoms,"a) identify characteristics of Kingdom Monera",1. Kingdom Monera (Bacteria),"The first kingdom is Monera. These are tiny, single-celled organisms like bacteria. Their nucleus is not enclosed in a membrane.","A simple, labeled diagram of a bacterium cell, highlighting the absence of a distinct nucleus (genetic material is shown as a loop in the cytoplasm).",Monera;bacteria;single cell;prokaryote;nucleus,"Focuses on the key defining characteristic of Monera (prokaryotic nature) by visually contrasting it with the eukaryotic cells learners already know.","Add: loop DNA highlight, size comparison","Diffusion medical, guidance=6.5, steps=30","simple prokaryote diagram","SAM nucleus absence validation","First kingdom ni Monera. Gano ni tiny single-celled organisms ng' bacteria. Nucleus gyabwe tegakolagana mu membrane.","Ufalme wa kwanza ni Monera. Hizi ni viumbe vidogo vya seli moja kama bakteria. Nucleus yao haijafungwa na membrane.","definitive","What is Monera?","A) Multi-cell B) Single-cell bacteria C) Plants D) Animals","B","highlight DNA, quiz","Remembering","BIO-S1-T1.3.2-001_img.png","512x512","JPEG 80% quality","Yes","Prokaryote contrast check","Approved"
BIO-S1-T1.3.2-002,Senior 1,The Five Kingdoms,"c) understand the value of microorganisms",2. Useful Bacteria,"Some bacteria are very useful. We use them to make foods like yoghurt and cheese.","A photo-realistic image of a bowl of fresh, thick yoghurt next to a glass of milk, suggesting the transformation process.",bacteria;useful;yoghurt;fermentation,"Balances the common negative perception of bacteria by showing a positive and familiar application in food production.","Add: transformation arrow, local pot","Stable Diffusion, guidance=7.0, steps=35","photo-realistic food","CLIP transformation >0.8","Some bacteria zikolagana. Tugagana okugaba foods ng' yoghurt n' cheese.","Baadhi ya bakteria ni muhimu sana. Tunazitumia kutengeneza vyakula kama maziwa ya mgando na jibini.","positive","Useful bacteria make?","A) Poison B) Yoghurt C) Rocks D) Metal","B","transformation swipe, quiz","Applying","BIO-S1-T1.3.2-002_img.png","512x512","JPEG 80% quality","Yes","Balance perception review","Approved - Local foods"
BIO-S1-T1.3.2-003,Senior 1,The Five Kingdoms,"a) identify characteristics of Kingdom Protoctista",3. Kingdom Protoctista,"The second kingdom is Protoctista. Most are single-celled, but unlike bacteria, their nucleus is enclosed in a membrane.","A simple, labeled diagram of an Amoeba, clearly showing the cell membrane, cytoplasm, and a well-defined nucleus.",Protoctista;protist;Amoeba;single cell;eukaryote;nucleus,"Introduces the first eukaryotic kingdom, using Amoeba as a classic example and highlighting the presence of a true nucleus as the key difference from bacteria.","Add: membrane enclosure highlight","LLaVA, guidance=7.5, steps=40","labeled amoeba diagram","SAM nucleus enclosure","Second kingdom ni Protoctista. Buli gino gona single-celled, naye tegakola bacteria, nucleus gyabwe gogera mu membrane.","Ufalme wa pili ni Protoctista. Zingi ni seli moja, lakini tofauti na bakteria, nucleus yao imefungwa na membrane.","differentiating","Protoctista have?","A) No nucleus B) Enclosed nucleus C) Wings D) Roots","B","enclosure zoom, quiz","Understanding","BIO-S1-T1.3.2-003_img.png","512x512","JPEG 80% quality","Yes","Eukaryote intro check","Approved"
BIO-S1-T1.3.2-004,Senior 1,The Five Kingdoms,"a) identify characteristics of Kingdom Fungi",4. Kingdom Fungi,"The third kingdom is Fungi, like mushrooms and yeast. They cannot make their own food and absorb it from decaying matter.","A realistic image of mushrooms growing on a decaying log in a Ugandan forest.",Fungi;mushroom;decomposer;feeding,"Defines Fungi by their unique mode of nutrition (saprophytic) and uses a visually clear example (mushrooms on a log) to illustrate their role as decomposers.","Add: decay texture, forest background","Diffusion realistic, guidance=8.0, steps=50","forest photo-realistic","CLIP decay interaction >0.85","Third kingdom ni Fungi, ng' mushrooms n' yeast. Tegakola okuva emmere gyabwe, bagattira okuva mu decaying matter.","Ufalme wa tatu ni Fungi, kama uyoga na chachu. Hawawezi kutengeneza chakula chao wenyewe na hunyonya kutoka kwa mabaki yanayooza.","decomposing","How do fungi feed?","A) Make food B) Absorb from decay C) Hunt D) Photosynthesize","B","growth animation, quiz","Applying","BIO-S1-T1.3.2-004_img.png","512x512","JPEG 80% quality","Yes","Nutrition mode review","Approved - Local ecology"
BIO-S1-T1.3.2-005,Senior 1,The Five Kingdoms,"d) identify characteristics of Kingdom Plantae",5. Kingdom Plantae,"The fourth kingdom is Plantae, the plants. They are multi-cellular and make their own food using sunlight.","A vibrant image of a lush green matooke (banana) plantation in Uganda under a bright sun.",Plantae;plants;multicellular;photosynthesis;matooke,"Uses a culturally and economically significant plant (matooke) to represent the Plant Kingdom, making the concept immediately relevant to the learner's environment.","Add: sunlight rays, plantation scale","Stable Diffusion, guidance=7.5, steps=45","vibrant plantation photo","CLIP sunlight >0.9","Fourth kingdom ni Plantae, emituba. Gano ni multi-cellular okusobola okuva emmere gyabwe okugana sunlight.","Ufalme wa nne ni Plantae, mimea. Ni multicellular na hutengeneza chakula chao wenyewe kwa kutumia jua.","vibrant","Plants make food with?","A) Darkness B) Sunlight C) Wind D) Soil only","B","ray highlight, quiz","Remembering","BIO-S1-T1.3.2-005_img.png","512x512","JPEG 80% quality","Yes","Relevance check","Approved - Economic crop"
BIO-S1-T1.3.2-006,Senior 1,The Five Kingdoms,"e) know examples of vascular & non-vascular plants",6. Plant Groups,"Plants can be grouped into those with transport tubes, called vascular, and those without, called non-vascular.","A split image. Left side shows a large fern (vascular) with its complex leaves. Right side shows moss growing on a rock (non-vascular).",vascular;non-vascular;fern;moss;plant classification,"Introduces the primary division within the Plant Kingdom, using clear visual examples of a complex vascular plant and a simple non-vascular plant.","Add: tube icons for vascular","ControlNet split, guidance=7.0, steps=40","split plant illustration","SAM group distinction","Plants zigattwa mu by'okuzingira transport tubes, vascular, n' those without, non-vascular.","Mimea inaweza kugawanywa katika yale yenye mirija ya usafirishaji, inayoitwa vascular, na yale bila, inayoitwa non-vascular.","dividing","Vascular plants have?","A) No tubes B) Transport tubes C) Flowers only D) Fruits","B","icon toggle, quiz","Understanding","BIO-S1-T1.3.2-006_img.png","512x512","JPEG 80% quality","Yes","Division visual review","Approved"
BIO-S1-T1.3.2-007,Senior 1,The Five Kingdoms,"f) identify characteristics of Kingdom Animalia",7. Kingdom Animalia,"The fifth kingdom is Animalia, the animals. They are multi-cellular and eat other organisms to get energy.","A dynamic scene from a Ugandan safari park showing a zebra grazing while a gazelle runs nearby.",Animalia;animals;multicellular;feeding;heterotroph,"Represents the Animal Kingdom with iconic wildlife from the local environment, defining them by their heterotrophic nature.","Add: motion blur for run, grazing detail","Diffusion dynamic, guidance=8.0, steps=50","safari photo-realistic","CLIP energy flow >0.8","Fifth kingdom ni Animalia, ensolo. Gano ni multi-cellular okutwala ensolo ezinene okusobola okuva engeri.","Ufalme wa tano ni Animalia, wanyama. Ni multicellular na hula viumbe vingine kupata nishati.","dynamic","Animals get energy by?","A) Sunlight B) Eating others C) Sleeping D) Water","B","motion play, quiz","Applying","BIO-S1-T1.3.2-007_img.png","512x512","JPEG 80% quality","Yes","Heterotroph definition check","Approved - Local wildlife"
BIO-S1-T1.3.2-008,Senior 1,The Five Kingdoms,"g, h) identify characteristics of Arthropoda",8. Phylum Arthropoda,"Arthropods are animals with jointed legs and a hard outer skeleton. This group includes insects and spiders.","A collage showing a grasshopper and a spider, with arrows pointing to their jointed legs and tough-looking exoskeleton.",Arthropoda;insect;spider;jointed legs;exoskeleton,"Defines the largest animal phylum by its two most identifiable characteristics (jointed appendages and exoskeleton), using common examples.","Add: arrow highlights, local insects","Stable Diffusion collage, guidance=7.5, steps=40","collage with arrows","SAM joint detection","Arthropods ni ensolo ezona jointed legs n' hard outer skeleton. Group gino gogera insects n' spiders.","Arthropoda ni wanyama wenye miguu iliyounganishwa na mfupa wa nje mgumu. Kundi hili linajumuisha wadudu na buibui.","characteristic","Arthropods have?","A) Soft skin B) Jointed legs C) Scales D) Feathers","B","arrow tap, quiz","Remembering","BIO-S1-T1.3.2-008_img.png","512x512","JPEG 80% quality","Yes","Phylum ID review","Approved"
